x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,avanza
10.4,63.0,3,2,1,35,1,3,0,3.81,95.1,3,1,,27.3,65.0,0,5.0,0
3.8,74.0,3,2,1,31,3,5,1,4.57,22.8,6,2,1.1,6.5,47.0,0,5.0,1
14.0,55.0,4,1,1,22,2,1,2,,41.5,3,2,1.0,24.3,50.0,1,4.0,1
8.0,64.0,4,3,0,27,3,1,2,3.95,2.5,4,2,8.8,3.2,54.0,0,2.0,1
25.0,76.0,2,3,0,41,4,6,2,4.08,41.9,0,2,4.2,12.1,35.0,1,4.0,1
2.2,100.0,3,1,0,32,2,1,2,3.94,38.4,0,0,1.0,2.2,46.0,1,4.0,0
7.3,77.0,3,1,1,38,3,7,2,4.24,94.9,3,1,9.6,1.0,42.0,1,2.0,1
2.6,52.0,4,2,0,22,2,4,2,3.55,35.8,2,1,1.1,50.0,44.0,0,6.0,0
3.3,59.0,3,3,1,39,2,3,3,4.13,83.5,4,2,4.3,1.0,69.0,1,5.0,1
4.9,58.0,3,2,1,45,3,7,1,4.02,76.7,4,2,2.4,10.7,38.0,1,0.0,0
10.3,38.0,3,2,0,22,2,10,3,4.27,14.7,6,2,0.4,1.0,38.0,0,4.0,0
20.7,60.0,3,1,1,38,5,6,1,3.6,96.3,3,3,5.6,9.6,71.0,1,2.0,1
7.3,76.0,3,4,0,47,3,6,2,,63.1,2,2,1.6,1.3,35.0,1,6.0,1
2.7,46.0,3,1,1,50,2,5,1,3.55,59.7,2,1,1.8,18.6,51.0,0,2.0,0
2.7,81.0,4,0,0,30,3,1,1,,1.2,4,0,,4.2,60.0,1,4.0,0
6.7,72.0,3,3,0,42,2,2,3,3.57,69.9,2,0,6.5,5.1,60.0,1,1.0,1
1.4,54.0,5,0,0,48,2,3,1,3.67,5.6,2,1,0.7,3.5,29.0,1,3.0,0
0.6,63.0,3,2,1,39,2,3,2,3.44,18.5,1,1,1.0,1.5,39.0,0,7.0,0
2.2,89.0,3,3,1,47,2,1,3,,9.9,2,1,2.1,8.3,24.0,0,2.0,1
1.7,76.0,4,3,0,35,4,5,0,,37.8,2,2,0.6,7.1,62.0,0,,1
1.8,65.0,3,3,0,39,4,5,3,3.77,79.6,3,1,0.5,9.3,66.0,1,3.0,1
1.3,61.0,4,1,1,29,3,5,2,3.6,70.7,4,1,,11.8,65.0,0,6.0,0
0.2,66.0,4,2,0,34,4,7,3,3.75,10.7,1,0,12.3,1.1,50.0,0,4.0,0
0.1,57.0,3,2,1,39,3,8,2,3.96,79.8,6,1,6.5,6.4,47.0,0,2.0,0
22.0,33.0,3,0,1,29,2,3,2,3.63,46.1,3,0,0.8,10.8,42.0,1,9.0,0
2.8,96.0,2,0,1,33,3,5,1,3.49,3.3,1,2,3.5,4.7,27.0,1,7.0,0
2.4,67.0,3,2,1,42,3,7,2,3.54,22.4,6,1,6.3,2.5,58.0,1,2.0,1
5.7,71.0,3,2,0,53,1,3,0,4.21,78.5,1,2,0.6,11.2,35.0,1,9.0,1
1.2,64.0,3,3,0,22,4,9,2,4.31,73.3,1,2,0.3,15.2,19.0,1,5.0,0
15.0,54.0,3,3,0,53,4,5,0,3.59,18.8,2,3,8.9,16.7,70.0,1,4.0,0
7.7,62.0,3,1,0,33,5,9,1,3.74,3.8,1,2,1.1,4.7,41.0,0,6.0,1
0.5,41.0,3,2,1,44,2,1,0,3.12,29.5,1,2,2.8,1.3,54.0,0,3.0,0
2.7,99.0,5,1,0,45,1,5,3,3.73,79.5,4,2,0.9,29.7,48.0,0,6.0,1
10.6,46.0,2,1,1,49,1,3,2,3.22,93.8,1,1,0.2,14.0,67.0,1,2.0,1
14.5,50.0,1,0,1,28,5,9,2,3.6,57.3,1,2,2.9,35.6,28.0,1,6.0,1
3.1,58.0,3,3,0,33,4,5,3,4.23,9.1,4,2,2.3,1.9,61.0,1,5.0,1
4.8,84.0,5,2,0,35,4,1,2,3.2,50.2,3,1,5.2,12.8,49.0,1,6.0,1
0.9,65.0,5,2,0,32,3,5,0,3.44,99.9,1,1,7.8,2.6,57.0,1,5.0,0
23.6,46.0,3,0,0,47,3,3,2,3.44,93.9,4,3,0.6,24.2,44.0,1,5.0,1
1.3,84.0,4,3,0,34,2,2,3,3.13,99.3,0,3,0.8,8.8,44.0,1,4.0,0
14.3,76.0,3,2,0,22,4,4,1,4.15,69.9,4,2,12.0,9.1,64.0,1,3.0,1
5.2,73.0,5,3,1,29,4,3,2,3.91,42.6,6,1,2.2,32.0,39.0,1,5.0,1
4.7,76.0,2,2,1,22,3,2,2,4.52,89.3,3,2,12.2,4.3,42.0,1,6.0,0
3.6,100.0,2,5,0,33,3,7,1,3.4,89.5,3,2,1.7,11.6,46.0,1,1.0,1
1.3,98.0,2,3,0,41,4,7,3,,14.4,3,2,1.7,1.9,28.0,0,4.0,1
1.0,55.0,3,0,1,29,1,2,1,4.18,77.5,2,0,4.9,5.4,46.0,0,1.0,0
1.2,89.0,4,3,0,31,5,8,0,3.66,91.9,3,3,,2.6,47.0,0,3.0,1
1.0,71.0,3,2,0,33,3,5,3,3.61,89.9,5,1,2.1,2.7,60.0,0,0.0,0
7.6,72.0,5,4,1,36,3,4,2,4.39,70.7,5,1,,13.0,42.0,1,2.0,1
2.2,40.0,3,2,1,40,4,4,1,3.87,53.7,3,1,,4.1,22.0,1,6.0,0
0.3,62.0,2,4,1,42,4,3,1,4.16,77.7,0,1,1.5,3.5,50.0,1,2.0,0
17.4,53.0,3,4,0,55,2,6,3,3.55,51.6,1,0,2.0,19.8,43.0,1,5.0,1
10.8,77.0,3,2,1,36,5,10,1,3.51,32.1,4,3,0.2,7.7,32.0,0,3.0,1
13.1,81.0,4,2,0,42,6,8,2,3.65,25.9,2,2,0.1,5.7,55.0,1,3.0,1
25.0,34.0,3,3,1,22,3,7,1,4.07,54.1,2,0,3.7,20.3,55.0,0,3.0,1
1.0,65.0,3,2,0,32,3,5,3,3.82,45.6,5,2,0.9,8.0,59.0,1,6.0,1
2.5,82.0,3,2,0,33,3,2,2,3.99,52.4,4,0,1.8,20.2,56.0,1,7.0,1
7.1,62.0,3,3,1,26,3,8,2,3.0,26.1,1,2,0.3,4.6,61.0,1,,1
6.0,76.0,5,3,1,30,5,6,2,3.05,59.1,2,2,0.4,39.2,55.0,0,6.0,1
0.8,70.0,1,2,1,34,2,4,3,3.0,66.2,2,3,0.7,30.9,80.0,1,4.0,0
8.5,70.0,4,2,0,30,2,3,3,,80.7,2,1,0.1,20.8,72.0,1,7.0,1
1.3,61.0,3,2,0,58,5,9,2,3.24,59.0,3,2,5.7,2.9,54.0,0,4.0,0
1.3,47.0,3,4,1,40,2,3,3,4.48,75.6,2,0,9.5,15.6,24.0,0,3.0,0
3.8,48.0,5,4,1,53,4,7,1,3.79,16.9,6,3,3.0,20.4,78.0,1,3.0,1
4.5,76.0,3,3,0,48,2,1,1,3.89,12.1,1,2,6.8,5.4,46.0,1,5.0,0
4.3,65.0,3,2,0,29,6,2,3,3.36,18.0,2,1,0.6,1.8,59.0,1,5.0,1
0.5,63.0,2,4,1,35,4,9,2,3.35,84.6,0,0,2.4,3.8,57.0,0,3.0,0
10.5,59.0,3,2,1,31,5,9,3,4.42,55.6,3,2,0.6,10.6,48.0,1,6.0,1
1.5,60.0,4,2,1,34,6,10,0,4.51,45.5,4,2,21.4,3.5,43.0,0,5.0,1
0.7,81.0,3,6,0,26,1,3,2,3.97,76.2,2,0,0.2,13.0,45.0,0,,0
11.0,60.0,4,1,1,31,3,5,2,3.0,12.4,5,1,2.3,6.0,10.0,1,8.0,0
15.6,45.0,3,0,1,38,4,5,2,3.63,0.6,1,1,,3.1,32.0,1,3.0,1
9.9,76.0,2,1,0,38,4,3,0,3.93,31.1,4,3,0.3,11.4,43.0,1,2.0,1
8.3,62.0,1,1,1,37,2,4,3,3.71,24.9,5,3,5.3,1.0,51.0,1,2.0,0
5.3,65.0,3,2,0,34,5,10,1,3.0,30.7,1,2,0.3,11.8,59.0,0,5.0,0
4.0,89.0,5,0,0,43,2,7,2,4.54,97.4,1,0,0.1,44.0,41.0,0,1.0,1
0.5,65.0,3,5,1,33,5,9,2,3.47,56.8,4,3,12.0,14.9,60.0,0,3.0,0
2.6,69.0,3,4,1,48,3,5,1,3.26,58.9,2,0,0.8,4.8,47.0,0,1.0,1
2.3,47.0,4,3,1,22,3,8,2,3.79,65.6,3,3,7.4,27.8,45.0,1,7.0,0
1.5,62.0,4,2,0,41,3,7,3,4.27,39.8,3,1,12.2,9.0,51.0,1,6.0,0
6.4,74.0,1,1,0,39,2,6,1,4.01,97.9,6,2,5.6,9.0,61.0,1,3.0,0
3.4,42.0,4,2,1,29,3,6,2,3.27,97.3,4,0,0.4,5.7,46.0,0,3.0,0
0.4,68.0,3,3,0,32,3,9,1,3.21,76.9,1,1,0.7,1.0,55.0,1,2.0,0
1.2,67.0,2,4,1,39,3,2,3,3.0,21.2,1,2,0.8,3.8,61.0,1,5.0,1
5.7,66.0,3,1,0,43,4,7,1,3.68,88.0,3,0,4.2,20.5,58.0,0,5.0,0
0.4,81.0,3,0,1,22,3,2,1,3.61,10.1,2,1,0.8,3.6,40.0,1,1.0,0
9.5,70.0,3,1,1,41,3,7,2,4.01,63.0,2,2,0.1,6.4,43.0,0,3.0,1
3.4,87.0,3,0,0,31,5,9,1,3.53,45.7,5,2,2.5,12.1,59.0,1,2.0,0
3.3,50.0,2,2,1,45,4,1,1,4.19,3.9,2,1,3.6,4.0,48.0,0,4.0,0
4.5,67.0,4,2,0,22,1,3,3,4.06,90.4,3,0,2.5,20.0,38.0,1,3.0,0
8.7,66.0,5,0,0,57,4,3,2,,96.1,1,1,2.7,27.5,51.0,0,4.0,0
2.1,49.0,4,0,0,27,6,4,2,3.96,90.7,3,2,2.4,1.0,62.0,1,3.0,0
5.7,79.0,3,0,1,48,5,5,2,4.33,19.2,2,1,1.2,10.3,64.0,1,6.0,1
4.2,100.0,3,0,0,34,4,5,3,3.42,33.3,2,1,12.5,5.2,65.0,0,3.0,1
1.6,65.0,3,2,1,28,4,2,0,3.71,95.6,4,0,7.3,9.7,50.0,1,5.0,0
10.5,73.0,2,3,0,37,2,1,0,3.71,10.6,1,2,1.6,9.5,56.0,1,7.0,1
8.0,66.0,3,2,0,44,4,4,1,3.66,58.3,4,2,0.2,1.0,67.0,1,3.0,1
5.4,54.0,3,2,1,22,4,1,2,4.12,48.6,4,1,7.8,12.5,40.0,0,3.0,1
9.5,38.0,3,3,1,41,2,2,1,,15.2,3,2,5.4,2.9,65.0,0,4.0,0
10.1,54.0,3,2,1,35,2,4,2,3.96,88.7,4,3,0.3,9.8,60.0,1,1.0,1
6.2,44.0,3,3,1,40,3,6,0,3.94,13.4,2,2,4.8,27.1,61.0,1,5.0,1
9.1,91.0,3,3,1,35,4,10,2,3.58,59.3,0,2,2.4,2.6,25.0,0,2.0,1
6.0,63.0,3,3,0,30,2,1,2,3.93,31.8,2,3,,3.8,42.0,0,4.0,0
5.7,60.0,3,2,0,25,3,8,1,3.29,41.8,6,1,5.2,1.0,41.0,1,3.0,0
4.8,78.0,3,0,1,41,5,8,1,4.79,21.1,5,2,1.8,8.1,71.0,1,6.0,1
7.0,48.0,3,4,1,41,2,2,3,4.34,62.5,4,2,9.7,24.5,37.0,1,2.0,0
0.9,53.0,3,1,1,41,6,7,2,4.18,98.9,1,3,0.2,9.4,34.0,1,2.0,1
10.6,66.0,2,2,1,39,3,2,3,3.96,83.4,5,2,11.1,5.2,32.0,0,5.0,1
10.3,80.0,4,3,0,44,2,3,1,3.96,68.3,4,2,0.4,28.4,44.0,0,7.0,1
0.1,73.0,4,5,0,48,1,5,3,3.12,75.6,2,2,0.1,9.1,56.0,1,8.0,0
8.7,69.0,3,1,1,22,3,9,2,3.3,83.9,3,0,3.5,43.7,78.0,1,3.0,0
0.7,66.0,2,2,0,22,2,8,0,3.35,47.3,1,3,3.8,16.6,44.0,0,2.0,0
2.0,71.0,3,2,0,50,4,8,1,3.82,56.7,4,3,0.9,29.1,39.0,0,4.0,0
6.8,68.0,3,3,0,23,4,6,2,3.69,89.5,3,2,8.3,12.5,73.0,1,7.0,1
0.9,50.0,3,3,0,25,5,8,0,4.12,69.6,0,1,6.5,50.0,76.0,1,3.0,0
8.5,66.0,2,1,1,32,3,9,3,3.41,13.6,4,1,1.3,8.9,24.0,1,4.0,0
8.9,49.0,3,4,0,22,3,7,2,4.21,78.0,2,0,2.3,12.3,42.0,1,2.0,0
3.5,66.0,4,2,1,32,2,1,0,3.47,2.3,3,0,6.1,1.7,53.0,1,8.0,0
0.0,58.0,4,3,1,26,3,7,3,3.63,84.8,2,2,7.2,33.1,53.0,1,6.0,0
1.7,100.0,3,1,0,33,4,5,1,4.16,78.8,4,0,6.4,4.9,83.0,1,3.0,0
4.8,64.0,3,3,0,38,3,6,1,,83.1,3,0,1.2,13.1,42.0,1,1.0,0
19.9,44.0,2,1,0,32,5,10,2,3.3,2.4,3,1,5.8,5.4,33.0,1,1.0,1
5.0,63.0,2,1,1,31,4,6,2,4.23,97.2,1,1,4.0,26.0,38.0,1,4.0,0
1.5,73.0,5,1,0,37,4,9,1,3.84,61.4,4,2,3.0,1.4,66.0,1,3.0,0
5.0,90.0,3,4,0,44,4,8,1,3.0,80.0,2,1,13.3,27.8,50.0,1,3.0,1
3.9,56.0,3,2,0,49,3,2,2,3.46,56.7,1,3,3.6,11.8,74.0,1,5.0,0
7.6,41.0,4,0,1,33,4,1,2,3.64,34.0,4,3,8.1,37.6,60.0,1,3.0,1
0.6,77.0,4,1,1,51,2,2,2,3.33,29.6,4,0,5.6,8.4,40.0,0,4.0,0
7.2,44.0,4,4,1,43,3,8,2,4.34,7.0,2,3,0.2,8.2,63.0,1,3.0,1
3.9,58.0,1,1,1,24,3,3,2,,54.3,3,1,1.2,5.3,68.0,0,1.0,1
16.5,61.0,2,1,0,24,2,4,1,,14.4,2,1,3.8,4.8,72.0,1,3.0,0
2.1,64.0,3,3,1,30,3,5,2,3.88,56.8,0,3,,1.6,29.0,0,4.0,1
5.0,75.0,3,0,0,48,3,7,1,4.08,62.5,4,2,12.4,4.8,54.0,0,5.0,0
13.4,55.0,5,1,1,30,2,1,0,4.47,44.2,5,0,3.5,11.3,33.0,1,6.0,1
0.5,61.0,3,1,1,22,4,3,2,4.07,15.6,2,2,10.6,1.1,46.0,0,2.0,0
13.8,65.0,5,2,0,33,3,3,0,,43.3,3,2,0.9,2.5,46.0,1,4.0,0
5.8,67.0,3,2,0,22,3,5,0,4.08,87.9,4,3,9.1,23.6,54.0,0,3.0,0
0.4,66.0,4,1,1,26,3,4,1,3.85,45.8,9,3,3.1,1.1,57.0,0,1.0,1
1.8,72.0,3,2,0,30,4,8,0,3.93,34.3,4,3,1.0,3.3,41.0,1,7.0,0
6.2,78.0,5,1,0,36,1,2,1,3.0,63.0,6,2,2.0,1.0,68.0,1,6.0,0
0.3,71.0,2,2,1,44,3,6,1,3.62,61.9,1,2,,15.2,70.0,0,2.0,0
4.4,72.0,3,2,1,41,3,9,0,3.74,9.1,4,3,12.8,22.8,53.0,1,2.0,0
2.1,41.0,4,4,1,24,5,9,1,3.98,23.6,5,0,0.1,25.4,76.0,1,7.0,1
4.8,66.0,3,1,1,32,3,3,0,3.79,49.4,4,2,1.5,27.7,49.0,0,1.0,0
0.2,72.0,3,4,0,36,2,5,1,3.93,36.6,3,0,9.2,6.2,22.0,1,4.0,0
10.3,76.0,5,3,0,33,3,1,2,3.27,32.0,2,3,0.1,9.8,36.0,1,1.0,1
18.2,55.0,3,3,1,33,4,4,1,3.17,44.6,1,0,12.6,13.6,43.0,1,6.0,1
17.3,55.0,3,1,1,22,1,2,2,3.33,29.0,4,2,2.0,29.5,64.0,1,4.0,1
6.9,56.0,2,3,0,25,5,5,0,4.43,34.7,8,2,0.5,19.1,35.0,0,8.0,1
0.7,73.0,4,2,0,31,1,4,0,3.29,77.4,2,1,1.4,8.1,49.0,0,5.0,0
7.1,81.0,3,2,0,22,1,3,1,3.48,51.0,3,2,6.6,8.6,87.0,1,1.0,1
0.1,59.0,3,1,1,41,1,3,1,3.84,87.3,0,1,24.0,4.9,53.0,1,3.0,0
0.1,79.0,1,1,0,23,4,4,0,3.16,94.9,4,1,0.6,1.0,74.0,0,4.0,0
2.0,67.0,3,0,1,41,3,5,1,3.45,92.2,3,1,4.1,1.9,32.0,1,3.0,0
3.4,63.0,1,3,1,40,2,2,0,4.07,25.4,1,2,10.4,4.8,20.0,1,5.0,0
7.4,62.0,1,3,1,30,5,6,2,3.62,47.3,4,1,9.2,11.2,26.0,1,6.0,0
5.7,76.0,3,3,1,44,2,2,1,4.47,53.5,0,3,1.9,15.0,66.0,1,3.0,1
3.0,70.0,2,1,0,42,3,6,1,3.12,85.2,1,1,8.0,26.6,47.0,0,3.0,0
1.6,99.0,2,1,0,32,2,4,3,3.66,55.9,2,2,0.9,9.7,45.0,0,5.0,0
25.0,52.0,3,1,1,31,5,7,0,3.62,25.3,0,2,4.0,6.0,76.0,1,4.0,1
2.8,73.0,2,6,0,45,4,9,1,3.8,54.8,2,2,3.6,14.1,66.0,0,3.0,1
3.0,57.0,3,3,0,37,4,4,1,,4.4,1,1,6.1,6.0,57.0,1,7.0,0
0.9,52.0,2,1,1,44,1,4,1,3.57,83.4,0,3,1.0,1.4,68.0,1,2.0,0
7.9,65.0,3,4,0,22,3,2,0,4.12,56.6,6,2,4.0,1.0,48.0,1,8.0,1
5.9,67.0,3,1,1,36,3,6,3,3.69,65.2,6,1,3.8,14.8,55.0,1,3.0,0
1.2,100.0,3,1,0,22,3,5,3,3.37,20.1,4,0,0.4,27.5,32.0,1,7.0,1
0.4,62.0,3,2,0,35,3,6,1,,55.8,2,2,1.6,13.6,39.0,1,5.0,1
5.7,48.0,2,0,0,41,5,5,1,3.82,53.1,1,3,0.9,1.0,46.0,0,4.0,0
5.3,69.0,2,2,1,51,1,3,2,4.05,62.0,3,0,24.0,3.0,50.0,0,4.0,1
1.6,34.0,3,0,1,27,4,7,1,,84.7,4,3,,35.1,65.0,1,3.0,0
15.1,64.0,4,1,0,30,3,7,2,3.77,76.5,2,2,1.2,14.8,69.0,1,1.0,1
0.8,65.0,3,3,0,34,4,3,1,3.48,54.7,1,1,6.6,16.0,93.0,1,3.0,0
2.8,77.0,3,3,1,26,2,2,0,3.88,89.3,2,2,6.8,19.7,85.0,1,,0
14.4,80.0,2,2,0,44,2,1,0,3.52,35.8,4,2,11.0,29.2,67.0,1,4.0,1
2.7,57.0,3,1,0,34,3,2,3,3.95,49.3,4,2,0.6,6.9,28.0,1,,1
5.1,63.0,3,0,0,36,6,4,0,3.73,64.9,2,3,4.4,6.7,71.0,1,,1
2.5,54.0,3,2,1,41,6,7,3,4.21,44.1,1,3,0.9,1.0,78.0,1,4.0,1
1.6,48.0,4,1,0,34,2,5,2,3.34,36.1,3,1,4.3,33.2,52.0,0,5.0,1
20.7,70.0,3,2,0,28,2,3,1,4.09,11.2,3,0,8.2,1.7,25.0,1,2.0,1
2.6,46.0,2,4,1,34,3,8,0,4.05,63.6,2,0,0.3,7.2,53.0,1,2.0,0
11.2,59.0,3,1,0,27,3,7,1,3.7,19.3,1,3,4.1,11.0,63.0,1,3.0,1
1.3,50.0,3,4,1,36,4,6,2,,13.8,2,3,3.1,50.0,54.0,1,3.0,0
1.2,73.0,3,0,1,44,3,5,2,3.97,18.2,1,3,0.8,6.1,44.0,1,5.0,0
0.2,92.0,3,1,0,24,3,9,2,4.07,68.8,4,3,1.1,13.3,49.0,0,4.0,1
5.3,45.0,3,0,0,22,4,6,1,4.04,13.8,4,1,2.9,36.6,69.0,1,4.0,1
2.3,37.0,3,1,1,35,2,3,1,3.82,97.6,1,3,,10.2,57.0,1,1.0,0
10.0,63.0,4,1,0,28,4,8,2,3.56,75.9,4,2,4.5,9.2,72.0,0,1.0,0
3.2,65.0,3,5,0,35,3,2,3,3.56,39.3,2,2,0.1,10.2,66.0,0,3.0,1
17.2,68.0,4,1,1,38,4,6,3,3.71,59.3,4,2,0.5,20.4,47.0,0,1.0,1
1.0,58.0,3,1,1,22,2,1,2,4.14,0.8,0,3,8.6,1.0,63.0,1,2.0,0
10.1,62.0,3,0,0,41,3,8,0,4.05,84.5,3,1,4.2,17.1,73.0,1,6.0,0
7.5,71.0,4,3,0,24,6,10,0,4.2,27.1,3,3,0.1,2.3,52.0,0,2.0,1
7.4,81.0,3,2,0,35,3,5,1,4.24,7.2,3,1,3.6,17.5,60.0,1,5.0,1
9.3,36.0,4,2,1,29,5,9,2,3.71,75.8,4,2,0.7,19.3,27.0,1,4.0,1
7.2,59.0,3,2,1,30,4,8,1,4.58,33.0,3,3,10.1,11.8,43.0,1,4.0,1
4.9,68.0,2,3,1,50,5,8,2,3.76,56.8,1,2,0.5,6.9,48.0,1,4.0,1
0.7,51.0,3,1,1,38,3,9,3,3.6,84.4,6,1,0.3,15.8,35.0,1,4.0,0
0.2,91.0,2,1,1,43,1,3,0,3.93,77.6,1,2,4.1,1.0,52.0,0,3.0,0
12.7,55.0,5,1,0,36,4,9,3,3.99,33.7,3,2,6.3,12.6,75.0,0,5.0,0
4.8,64.0,4,3,0,41,4,6,1,3.5,86.9,3,1,1.3,3.2,55.0,1,4.0,1
8.0,73.0,2,4,1,39,4,5,0,3.74,38.9,5,2,1.4,13.0,70.0,0,3.0,1
3.3,56.0,2,3,0,37,3,1,3,3.62,50.0,6,1,,1.8,61.0,1,,0
0.6,37.0,3,0,0,45,5,7,3,3.86,61.2,5,3,5.8,2.4,76.0,1,4.0,0
0.7,59.0,3,3,0,36,2,6,2,4.12,7.1,1,1,1.2,7.2,49.0,1,3.0,0
5.8,80.0,1,3,1,56,4,5,3,3.69,59.7,3,2,0.4,9.1,40.0,0,4.0,1
2.8,60.0,3,0,0,44,1,3,3,,57.7,4,2,,6.5,62.0,1,4.0,0
1.1,52.0,3,3,0,25,2,3,2,3.24,87.3,1,3,13.5,11.3,26.0,1,2.0,0
3.4,79.0,2,4,1,33,3,4,2,4.16,35.4,3,1,2.3,1.0,59.0,1,4.0,1
0.3,60.0,4,1,0,39,4,5,1,,24.2,4,2,3.3,2.6,17.0,1,,0
4.4,57.0,4,3,1,35,4,4,1,3.61,47.7,0,1,5.7,1.0,37.0,0,1.0,0
1.6,67.0,4,2,0,41,6,10,2,3.96,68.7,1,3,3.3,10.0,55.0,0,1.0,1
8.0,77.0,4,1,1,42,1,3,2,3.98,56.2,6,3,4.3,14.1,31.0,0,2.0,1
1.9,100.0,3,5,0,23,3,8,1,,13.8,4,3,8.5,7.9,44.0,1,4.0,1
3.0,77.0,3,1,1,47,2,4,1,3.44,34.8,4,3,1.9,7.4,30.0,1,2.0,1
0.1,82.0,3,0,1,31,1,2,3,3.61,6.4,5,1,0.5,6.7,61.0,1,2.0,1
0.4,57.0,4,2,1,30,2,6,2,3.84,73.9,4,2,0.4,4.9,67.0,0,5.0,1
2.5,50.0,4,1,1,30,2,1,3,4.0,88.3,4,1,6.1,10.6,50.0,1,5.0,1
3.3,66.0,3,4,0,42,3,5,3,3.47,4.6,1,3,4.3,1.0,83.0,1,6.0,1
4.6,67.0,4,1,1,33,2,2,2,3.54,52.5,1,1,3.3,10.9,46.0,1,4.0,0
1.7,49.0,3,1,1,29,3,5,0,3.91,56.6,1,2,10.6,8.1,30.0,0,7.0,0
5.9,62.0,3,2,1,31,5,7,1,3.77,43.9,4,0,3.9,11.8,29.0,0,7.0,1
9.8,71.0,3,1,1,22,4,7,1,3.86,50.3,2,3,0.2,23.1,48.0,0,7.0,1
7.6,70.0,2,3,0,27,4,9,2,3.0,71.0,3,2,2.5,21.2,55.0,1,9.0,0
0.2,73.0,1,5,1,24,4,7,1,,48.4,3,2,1.0,19.7,87.0,1,2.0,0
3.3,69.0,3,1,0,33,3,4,3,4.14,92.0,1,2,3.9,6.4,34.0,1,6.0,0
0.6,57.0,3,2,1,41,4,6,2,3.55,54.1,2,1,0.8,5.9,41.0,1,3.0,0
1.4,57.0,3,3,0,40,4,9,1,3.99,7.2,3,2,4.1,2.8,57.0,1,1.0,0
21.6,47.0,3,3,0,46,2,2,2,3.32,95.3,0,3,8.6,1.0,51.0,0,2.0,1
0.8,92.0,3,3,1,44,5,4,1,3.17,14.7,3,2,0.3,8.4,41.0,1,3.0,0
3.5,65.0,3,2,1,30,3,3,0,3.97,78.4,0,3,1.2,44.1,49.0,1,9.0,0
4.8,62.0,3,0,1,35,1,3,0,3.78,52.7,6,1,4.5,16.7,33.0,1,5.0,0
6.1,51.0,3,2,1,35,4,7,0,3.67,74.1,2,1,5.0,9.5,43.0,0,4.0,0
4.1,100.0,4,3,1,22,4,6,3,4.14,51.3,6,0,3.5,4.2,33.0,1,7.0,1
0.0,49.0,3,2,1,24,3,5,2,3.68,5.9,3,1,0.6,1.6,66.0,1,3.0,1
2.0,59.0,3,0,0,33,2,4,2,3.55,37.5,4,3,1.1,3.7,61.0,1,5.0,0
3.6,71.0,4,3,1,33,3,6,2,3.5,62.1,1,2,9.5,9.2,49.0,1,2.0,1
0.5,74.0,4,4,1,40,3,6,2,3.42,62.9,2,1,6.8,11.7,50.0,0,3.0,1
2.2,79.0,4,1,1,39,6,6,2,3.99,97.3,5,2,12.0,5.5,53.0,0,2.0,0
0.2,92.0,3,4,1,22,4,4,3,3.68,60.6,3,0,2.1,1.3,43.0,1,7.0,1
0.4,73.0,1,0,1,40,4,4,1,4.26,28.6,2,1,2.3,3.7,25.0,1,5.0,0
2.5,49.0,3,3,0,37,2,5,3,3.0,4.3,3,2,1.2,3.6,45.0,1,6.0,0
0.7,61.0,3,3,1,41,3,8,2,4.17,78.8,1,2,3.0,9.2,57.0,0,4.0,0
4.2,70.0,4,3,0,45,3,4,0,3.94,88.9,2,2,7.1,1.3,64.0,1,,1
5.8,96.0,3,3,1,34,3,2,1,3.76,61.4,2,0,1.1,4.1,51.0,1,2.0,1
8.1,44.0,2,2,0,46,1,5,3,3.28,48.2,3,1,0.6,5.1,41.0,1,4.0,0
1.1,83.0,2,1,1,27,3,5,3,3.14,86.1,3,2,5.6,9.0,58.0,1,3.0,0
0.9,68.0,2,3,1,26,3,3,0,4.1,24.0,5,1,4.7,4.3,53.0,1,4.0,0
0.6,78.0,3,1,1,39,3,2,1,3.9,39.9,2,2,7.1,1.9,34.0,0,8.0,0
5.1,63.0,3,3,1,32,1,1,1,3.89,50.8,1,3,5.6,1.0,23.0,0,4.0,0
6.1,52.0,4,3,0,37,3,5,0,3.76,4.9,0,3,2.2,2.3,42.0,1,,0
0.2,76.0,4,3,1,53,4,4,1,4.14,68.9,5,2,0.7,20.9,73.0,0,5.0,1
13.8,75.0,3,2,1,39,3,7,1,3.57,18.9,2,1,5.0,5.2,58.0,1,5.0,1
0.3,80.0,3,3,0,37,4,10,1,3.67,33.3,4,2,8.4,9.3,72.0,0,2.0,1
3.9,65.0,3,1,0,27,4,3,1,3.73,41.4,3,1,0.7,8.1,49.0,0,,0
6.2,56.0,3,2,0,22,5,6,3,3.71,63.9,6,3,2.9,3.9,49.0,1,5.0,1
10.2,42.0,4,1,1,34,1,2,1,4.33,6.5,1,2,1.6,22.3,10.0,0,6.0,1
6.3,77.0,3,4,1,45,2,3,2,3.3,34.1,2,1,2.9,33.5,21.0,1,7.0,1
8.1,71.0,3,3,1,32,3,7,2,3.02,27.4,3,1,0.1,2.9,57.0,1,7.0,1
2.1,51.0,3,4,1,39,5,8,3,3.22,0.2,4,1,1.7,19.8,53.0,1,3.0,0
8.4,57.0,1,4,0,48,4,2,1,4.07,69.2,5,1,2.6,16.9,16.0,0,8.0,1
